"","LEA2","Name","Address","x1","district_name","district_enrollment","district_percent_gifted_and_talented","district_percent_special_education","district_percent_homeless","district_percent_lep","district_percent_frl","district_percent_white","district_percent_hispanic","district_percent_black","district_percent_other_races","district_overall_percent_minority","region","is_charter","district_lea","LEA","lon","lat"
"66",3102000,"DIERKS SCHOOL DISTRICT","900 Old Hwy 70 West
Dierks
AR - 71833",67,"DIERKS SCHOOL DISTRICT",571,0.0718038528896672,0.124343257443082,0.00175131348511384,0.031523642732049,0.646234676007005,0.907180385288967,0.0630472854640981,0.00700525394045534,0.0227670753064799,0.0928196147110333,4,0,3102000,"3102000",-94.0304333,34.1190901
"67",6094000,"DIVISION OF YOUTH SERVICES SCHOOL SYSTEM","700 Maint St
Little Rock
AR - 72203",68,"DIVISION OF YOUTH SERVICES SCHOOL SYS",184,0,0.304347826086957,0,0,0.755434782608696,0.396739130434783,0.0652173913043478,0.532608695652174,0.00543478260869565,0.603260869565217,3,0,6094000,"6094000",-92.2718874,34.7418348
"68",3502000,"DOLLARWAY SCHOOL DISTRICT","4900 Dollarway Road
Pine Bluff
AR - 71602",69,"DOLLARWAY SCHOOL DISTRICT",961,0.0832466181061394,0.145681581685744,0.0208116545265349,0.0187304890738814,0.933402705515088,0.0520291363163371,0.0239334027055151,0.911550468262227,0.0124869927159209,0.947970863683663,3,0,3502000,"3502000",-92.0553782,34.2406032
"69",5802000,"DOVER SCHOOL DISTRICT","9371 Market St
Dover
AR - 72837",70,"DOVER SCHOOL DISTRICT",1351,0.0822222222222222,0.162222222222222,0.0244444444444444,0.00962962962962963,0.620281273131014,0.934122871946706,0.0355292376017765,0.00518134715025907,0.0251665433012583,0.0658771280532938,1,0,5802000,"5802000",-93.1145495,35.3970302
"70",2202000,"DREW CENTRAL SCHOOL DISTRICT","250 University Dr
Monticello
AR - 71655",71,"DREW CENTRAL SCHOOL DISTRICT",1029,0.104956268221574,0.155490767735666,0.00583090379008746,0.0505344995140913,0.733722060252673,0.645286686103013,0.0680272108843537,0.254616132167153,0.032069970845481,0.354713313896987,5,0,2202000,"2202000",-91.8009524,33.5934774
"71",2104000,"DUMAS SCHOOL DISTRICT","213 Adams St
Dumas
AR - 71639",72,"DUMAS SCHOOL DISTRICT",1215,0.0905349794238683,0.119341563786008,0.00987654320987654,0.0839506172839506,0.798353909465021,0.204115226337449,0.11440329218107,0.664197530864198,0.0172839506172839,0.795884773662551,5,0,2104000,"2104000",-91.4852019,33.886123
"72",1802000,"EARLE SCHOOL DISTRICT","1401 Third St
Earle
AR - 72331",73,"EARLE SCHOOL DISTRICT",540,0.111111111111111,0.127777777777778,0.0037037037037037,0,0.948148148148148,0.0166666666666667,0.0037037037037037,0.972222222222222,0.00740740740740741,0.983333333333333,2,0,1802000,"1802000",-90.4706688,35.2718692
"73",5301000,"EAST END SCHOOL DISTRICT","P.O. Box 360
Bigelow
AR - 72016",74,"EAST END SCHOOL DISTRICT",654,0.120795107033639,0.181957186544343,0.0305810397553517,0.0382262996941896,0.640672782874618,0.837920489296636,0.103975535168196,0.0214067278287462,0.036697247706422,0.162079510703364,1,0,5301000,"5301000",-92.6298847,35.0011986
"74",5608000,"EAST POINSETT CO. SCHOOL DIST.","502 Mcclellan St.
Lepanto
AR - 72354",75,"EAST POINSETT CO. SCHOOL DIST.",662,0.110438729198185,0.169440242057489,0.0529500756429652,0.0287443267776097,0.72809667673716,0.761329305135952,0.0845921450151057,0.11178247734139,0.0422960725075529,0.238670694864048,2,0,5608000,"5608000",-90.3407535,35.6099649
"75",7001000,"EL DORADO SCHOOL DISTRICT","200 West Oak Street
El Dorado
AR - 71730",76,"EL DORADO SCHOOL DISTRICT",4278,0.157082748948107,0.0923328658251519,0.0091164095371669,0.0453482935951379,0.643525011687704,0.376344086021505,0.0906965871902758,0.488078541374474,0.0448807854137447,0.623655913978495,4,0,7001000,"7001000",-92.6651976,33.2135621
"76",7201000,"ELKINS SCHOOL DISTRICT","349 N Center
Elkins
AR - 72727",77,"ELKINS SCHOOL DISTRICT",1270,0.0732283464566929,0.108661417322835,0.0488188976377953,0.021259842519685,0.466929133858268,0.889763779527559,0.047244094488189,0.0102362204724409,0.052755905511811,0.110236220472441,1,0,7201000,"7201000",-94.0097655,36.0048483
"77",1408000,"EMERSON-TAYLOR-BRADLEY SCHOOL DISTRICT","P.O. Box 129
Emerson
AR - 71740",78,"EMERSON-TAYLOR-BRADLEY SCHOOL DISTRIC",1025,0.138536585365854,0.0985365853658537,0.00585365853658537,0,0.506341463414634,0.789268292682927,0.0273170731707317,0.169756097560976,0.0136585365853659,0.210731707317073,4,0,1408000,"1408000",-93.1929441,33.0976347
"78",4302000,"ENGLAND SCHOOL DISTRICT","501 Pine Bluff Highway
England
AR - 72046",79,"ENGLAND SCHOOL DISTRICT",669,0.0717488789237668,0.15695067264574,0.0298953662182362,0.0597907324364723,0.762331838565022,0.497757847533632,0.0956651718983558,0.370702541106129,0.0358744394618834,0.502242152466368,3,0,4302000,"4302000",-91.954379,34.5426919
"79",6047700,"ESTEM PUBLIC CHARTER SCHOOL","123 West Third
Little Rock
AR - 72201",80,"ESTEM PUBLIC CHARTER SCHOOL",3070,0,0.0856677524429967,0.0214983713355049,0.0420195439739414,0.491205211726384,0.262866449511401,0.0840390879478827,0.580781758957655,0.0723127035830619,0.737133550488599,3,1,6047700,"6047700",-92.271695,34.7460322
"80",802000,"EUREKA SPRINGS SCHOOL DISTRICT","147 Greenwood Hollow
Eureka Springs
AR - 72632",81,"EUREKA SPRINGS SCHOOL DISTRICT",600,0.0866666666666667,0.141666666666667,0.01,0.07,0.583333333333333,0.871666666666667,0.085,0.0166666666666667,0.0266666666666667,0.128333333333333,1,0,802000,"802000",-93.7326586,36.3826457
"81",6055700,"EXALT ACADEMY OF SOUTHWEST LITTLE ROCK","6111 West 83Rd Street
Little Rock
AR - 72209",82,"EXALT ACADEMY OF SOUTHWEST LITTLE ROC",406,0,0.0665024630541872,0,0.517241379310345,0.958083832335329,0.0172413793103448,0.596059113300493,0.369458128078818,0.0172413793103448,0.982758620689655,3,1,6055700,"6055700",-92.3456376,34.6743674
"82",7202000,"FARMINGTON SCHOOL DISTRICT","42 S. Dbl Springs Rd
Farmington
AR - 72730",83,"FARMINGTON SCHOOL DISTRICT",2511,0.0933014354066986,0.123205741626794,0.00478468899521531,0.0422647527910686,0.312624452409399,0.830744723217842,0.0860215053763441,0.0242931103146157,0.0589406610911987,0.169255276782159,1,0,7202000,"7202000",-94.234537,36.0544377
"83",7203000,"FAYETTEVILLE SCHOOL DISTRICT","1000 W. Stone St.
Fayetteville
AR - 72701",84,"FAYETTEVILLE SCHOOL DISTRICT",10334,0.0884459067156958,0.134991290884459,0.0237081478614283,0.0756725372556609,0.373137216953745,0.675537062125024,0.119218114960325,0.0982194697116315,0.107025353203019,0.324462937874976,1,0,7203000,"7203000",-94.1724963,36.0594299
"84",4501000,"FLIPPIN SCHOOL DISTRICT","210 Alford St.
Flippin
AR - 72634",85,"FLIPPIN SCHOOL DISTRICT",870,0.120689655172414,0.158620689655172,0.179310344827586,0.00459770114942529,0.728735632183908,0.92183908045977,0.0206896551724138,0.00344827586206897,0.0540229885057471,0.0781609195402299,1,0,4501000,"4501000",-92.5978051,36.2794054
"85",2002000,"FORDYCE SCHOOL DISTRICT","104 College St
Fordyce
AR - 71742",86,"FORDYCE SCHOOL DISTRICT",764,0.132198952879581,0.12565445026178,0.0117801047120419,0.0183246073298429,0.704188481675393,0.362565445026178,0.0431937172774869,0.582460732984293,0.0117801047120419,0.637434554973822,4,0,2002000,"2002000",-92.4062446,33.8158182
"86",4102000,"FOREMAN SCHOOL DISTRICT","700 Rocky Comfort St
Foreman
AR - 71836",87,"FOREMAN SCHOOL DISTRICT",526,0.0437262357414449,0.127376425855513,0,0.0171102661596958,0.67680608365019,0.741444866920152,0.0532319391634981,0.140684410646388,0.064638783269962,0.258555133079848,4,0,4102000,"4102000",-94.3941642,33.7130964
"87",6201000,"FORREST CITY SCHOOL DISTRICT","845 North Rosser
Forrest City
AR - 72335",88,"FORREST CITY SCHOOL DISTRICT",2206,0.0793291024478694,0.14505893019039,0.013599274705349,0.0176790571169538,0.826382592928377,0.0584768812330009,0.0194922937443336,0.898458748866727,0.0235720761559383,0.941523118766999,2,0,6201000,"6201000",-90.788799,35.015872
"88",6601000,"FORT SMITH SCHOOL DISTRICT","3205 Jenny Lind Rd
Fort Smith
AR - 72902-1948",89,"FORT SMITH SCHOOL DISTRICT",14119,0.0565396060649001,0.12746209437438,0.00751027348731756,0.231330593736715,0.723068205963595,0.411856363765139,0.329414264466322,0.112401728167717,0.146327643600822,0.588143636234861,1,0,6601000,"6601000",-94.4113936,35.3508623
"89",4603000,"FOUKE SCHOOL DISTRICT","200 North Davis
Fouke
AR - 71837",90,"FOUKE SCHOOL DISTRICT",1089,0.114784205693297,0.0927456382001837,0.0183654729109275,0,0.593204775022957,0.954086317722681,0.0192837465564738,0.00183654729109275,0.0247933884297521,0.0459136822773186,4,0,4603000,"4603000",-93.8820721,33.2587907
"90",2602000,"FOUNTAIN LAKE SCHOOL DISTRICT","4207 Park Ave.
Hot Springs
AR - 71901",91,"FOUNTAIN LAKE SCHOOL DISTRICT",1377,0.0698181818181818,0.138909090909091,0.0123636363636364,0.0247272727272727,0.531590413943355,0.838779956427015,0.0929557007988381,0.0116194625998548,0.0566448801742919,0.161220043572985,3,0,2602000,"2602000",-92.9883591,34.5727923
"91",3544700,"FRIENDSHIP ASPIRE ACADEMY PINE BLUFF","3911 South Hazel
Pine Bluff
AR - 71603",92,"FRIENDSHIP ASPIRE ACADEMY PINE BLUFF",112,0,0,0.196428571428571,0.0178571428571429,0.928571428571429,0.00892857142857143,0.0178571428571429,0.955357142857143,0.0178571428571429,0.991071428571429,3,1,3544700,"3544700",-92.0232769,34.1895481
"92",6640700,"FUTURE SCHOOL OF FORT SMITH","622 North 7Th Street
Fort Smith
AR - 72917",93,"FUTURE SCHOOL OF FORT SMITH",225,0,0.111111111111111,0,0.16,0.693333333333333,0.431111111111111,0.288888888888889,0.164444444444444,0.115555555555556,0.568888888888889,1,0,6640700,"6640700",-94.4193372,35.3914905
"93",4602000,"GENOA CENTRAL SCHOOL DISTRICT","12472 St Hwy 196
Texarkana
AR - 71854",94,"GENOA CENTRAL SCHOOL DISTRICT",1176,0.112244897959184,0.0688775510204082,0.00425170068027211,0.00510204081632653,0.422619047619048,0.967687074829932,0.0127551020408163,0.00170068027210884,0.0178571428571429,0.032312925170068,4,0,4602000,"4602000",-93.8742004,33.3734662
"94",403000,"GENTRY SCHOOL DISTRICT","201 S. Giles Ave.
Gentry
AR - 72734",95,"GENTRY SCHOOL DISTRICT",1442,0.054823039555864,0.124219292158223,0.0381679389312977,0.118667591950035,0.599861303744799,0.648404993065187,0.147018030513176,0.00485436893203883,0.199722607489598,0.351595006934813,1,0,403000,"403000",-94.486774,36.265659
"95",3002000,"GLEN ROSE SCHOOL DISTRICT","14334 Hwy 67
Malvern
AR - 72104",96,"GLEN ROSE SCHOOL DISTRICT",1031,0.061105722599418,0.127061105722599,0.0223084384093113,0.000969932104752667,0.527643064985451,0.922405431619787,0.032007759456838,0.00678952473326867,0.0387972841901067,0.0775945683802134,3,0,3002000,"3002000",-92.730456,34.456103
"96",4708000,"GOSNELL SCHOOL DISTRICT","600 Highway 181 N
Gosnell
AR - 72315",97,"GOSNELL SCHOOL DISTRICT",1276,0.0752941176470588,0.133333333333333,0.00705882352941176,0.00941176470588235,0.721786833855799,0.665360501567398,0.0713166144200627,0.218652037617555,0.0446708463949843,0.334639498432602,2,0,4708000,"4708000",-89.966343,35.963773
"97",6052700,"GRADUATE ARKANSAS  CHARTER","6900 Scott Hamilton Rd
Little Rock
AR - 72209",227,"SIATECH LITTLE ROCK CHARTER",125,0,0.056,0,0.016,0.816,0.048,0.056,0.888,0.008,0.952,3,1,6052700,"6052700",-92.3209224,34.68593
"98",404000,"GRAVETTE SCHOOL DISTRICT","609 Birmingham S.E.
Gravette
AR - 72736",98,"GRAVETTE SCHOOL DISTRICT",1877,0.0538092701118807,0.136387852956846,0.00639318060735216,0.041555673947789,0.488012786361215,0.847629195524774,0.0692594565796484,0.00586041555673948,0.0772509323388386,0.152370804475226,1,0,404000,"404000",-94.4473544,36.4201554
"99",803000,"GREEN FOREST SCHOOL DISTRICT","400 East 10Th St
Green Forest
AR - 72638",99,"GREEN FOREST SCHOOL DISTRICT",1325,0.0709969788519638,0.126132930513595,0.040785498489426,0.367824773413897,0.833207547169811,0.44377358490566,0.449811320754717,0.00528301886792453,0.101132075471698,0.55622641509434,1,0,803000,"803000",-93.4315919,36.3279832
"100",2303000,"GREENBRIER SCHOOL DISTRICT","4 School Drive
Greenbrier
AR - 72058",100,"GREENBRIER SCHOOL DISTRICT",3540,0.118926553672316,0.0889830508474576,0.0101694915254237,0.00819209039548023,0.377118644067797,0.917796610169492,0.0355932203389831,0.0194915254237288,0.0271186440677966,0.0822033898305085,3,0,2303000,"2303000",-92.3883624,35.2326904
"101",2807000,"GREENE COUNTY TECH SCHOOL DISTRICT","5413 W Kingshighway
Paragould
AR - 72450",101,"GREENE COUNTY TECH SCHOOL DISTRICT",3592,0.129490392648287,0.165135059871902,0.0253411306042885,0.0247841826789195,0.496937639198218,0.9206570155902,0.0361915367483296,0.0270044543429844,0.0161469933184855,0.0793429844097996,2,0,2807000,"2807000",-90.5561304,36.0664428
"102",7204000,"GREENLAND SCHOOL DISTRICT","10 North Main
Greenland
AR - 72737",102,"GREENLAND SCHOOL DISTRICT",766,0.147519582245431,0.164490861618799,0.077023498694517,0.0300261096605744,0.642297650130548,0.847258485639687,0.0861618798955614,0.010443864229765,0.0561357702349869,0.152741514360313,1,0,7204000,"7204000",-94.1737144,35.994644
"103",6602000,"GREENWOOD SCHOOL DISTRICT","420 North Main
Greenwood
AR - 72936",103,"GREENWOOD SCHOOL DISTRICT",3778,0.0895127118644068,0.137182203389831,0.0124470338983051,0.0177436440677966,0.335627316040233,0.86791953414505,0.0465854949708841,0.0105876124933827,0.0749073583906829,0.13208046585495,1,0,6602000,"6602000",-94.2558404,35.2185974
"104",1003000,"GURDON SCHOOL DISTRICT","#1 Go-Devil Rd
Gurdon
AR - 71743",104,"GURDON SCHOOL DISTRICT",686,0.110787172011662,0.144314868804665,0,0.0801749271137026,0.753644314868805,0.524781341107872,0.193877551020408,0.246355685131195,0.0349854227405248,0.475218658892128,4,0,1003000,"1003000",NA,NA
"105",2304000,"GUY-PERKINS SCHOOL DISTRICT","492 Highway 25 North
Guy
AR - 72061",105,"GUY-PERKINS SCHOOL DISTRICT",335,0.0925373134328358,0.194029850746269,0.226865671641791,0,0.665671641791045,0.853731343283582,0.0208955223880597,0.11044776119403,0.0149253731343284,0.146268656716418,3,0,2304000,"2304000",-92.325072,35.324573
"106",7240700,"HAAS HALL ACADEMY","3155 N. College Ave Ste 108
Fayetteville
AR - 72730",106,"HAAS HALL ACADEMY",941,0,0,0,0,0.0924548352816153,0.697130712008502,0.125398512221041,0.0233793836344315,0.154091392136026,0.302869287991498,1,1,7240700,"7240700",-94.1458584,36.108574
"107",443700,"HAAS HALL BENTONVILLE","3880 Front Street
Fayetteville
AR - 72703",107,"HAAS HALL BENTONVILLE",419,0,0,0,0,0.00954653937947494,0.673031026252983,0.0978520286396181,0.0119331742243437,0.217183770883055,0.326968973747017,1,1,443700,"443700",-94.1432995,36.1218844
"108",6603000,"HACKETT SCHOOL DISTRICT","102 North Oak Street
Hackett
AR - 72937",108,"HACKETT SCHOOL DISTRICT",756,0.166666666666667,0.142857142857143,0.123015873015873,0.00529100529100529,0.701058201058201,0.85978835978836,0.041005291005291,0.00529100529100529,0.0939153439153439,0.14021164021164,1,0,6603000,"6603000",-94.4092473,35.1866287
"109",203000,"HAMBURG SCHOOL DISTRICT","202 East Parker St
Hamburg
AR - 71646",109,"HAMBURG SCHOOL DISTRICT",1721,0.0906449738524114,0.0981987216734457,0.0342823939570017,0.115630447414294,0.658919233004067,0.614758861127252,0.167344567112144,0.203951191167926,0.0139453805926787,0.385241138872748,5,0,203000,"203000",-91.7966551,33.2242066
"110",701000,"HAMPTON SCHOOL DISTRICT","Hwy 278 East
Hampton
AR - 71744",110,"HAMPTON SCHOOL DISTRICT",573,0.12739965095986,0.136125654450262,0.139616055846422,0.00698080279232112,0.732984293193717,0.699825479930192,0.0680628272251309,0.230366492146597,0.00174520069808028,0.300174520069808,4,0,701000,"701000",-92.4698762,33.537892
"111",6304000,"HARMONY GROVE SCH DIST(SALINE)","2621 Hwy. 229
Benton
AR - 72015",111,"HARMONY GROVE SCH DIST(SALINE)",1234,0.0826580226904376,0.121555915721232,0.00567260940032415,0.0105348460291734,0.371150729335494,0.923014586709887,0.0388978930307942,0.0137763371150729,0.0243111831442464,0.0769854132901135,3,0,6304000,"6304000",-92.6436156,34.5100487
"112",5205000,"HARMONY GROVE SCHOOL DISTRICT (OUACHITA)","401 Ouachita 88
Camden
AR - 71701",112,"HARMONY GROVE SCHOOL DISTRICT (OUACHI",935,0.0577540106951872,0.115508021390374,0,0.00213903743315508,0.552941176470588,0.73048128342246,0.0577540106951872,0.188235294117647,0.0235294117647059,0.26951871657754,4,0,5205000,"5205000",-92.778314,33.6516284
"113",5602000,"HARRISBURG SCHOOL DISTRICT","207 West Estes
Harrisburg
AR - 72432",113,"HARRISBURG SCHOOL DISTRICT",1191,0.127731092436975,0.187394957983193,0.0630252100840336,0.0126050420168067,0.741393786733837,0.904282115869018,0.0470193115029387,0.0377833753148615,0.0109151973131822,0.0957178841309824,2,0,5602000,"5602000",-90.723797,35.5595798
"114",503000,"HARRISON SCHOOL DISTRICT","110 South Cherry St
Harrison
AR - 72601",114,"HARRISON SCHOOL DISTRICT",2686,0.0692479523454952,0.10536113179449,0.0562174236783321,0.00930752047654505,0.505212211466865,0.916976917349218,0.0390915860014892,0.00446760982874162,0.039463886820551,0.0830230826507818,1,0,503000,"503000",-93.1128197,36.2296063
"115",5903000,"HAZEN SCHOOL DISTRICT","477 N. Hazen Ave.
Hazen
AR - 72064",115,"HAZEN SCHOOL DISTRICT",569,0.112478031634446,0.147627416520211,0.0193321616871705,0.00527240773286467,0.710017574692443,0.75219683655536,0.015817223198594,0.216168717047452,0.015817223198594,0.24780316344464,5,0,5903000,"5903000",-91.580752,34.7843835
"116",1202000,"HEBER SPRINGS SCHOOL DISTRICT","1100 West Pine St
Heber Springs
AR - 72543",116,"HEBER SPRINGS SCHOOL DISTRICT",1602,0.0948813982521848,0.153558052434457,0.00249687890137328,0.0131086142322097,0.543695380774032,0.911985018726592,0.0561797752808989,0.0031210986267166,0.0287141073657928,0.0880149812734082,2,0,1202000,"1202000",-92.0409354,35.495736
"117",5803000,"HECTOR SCHOOL DISTRICT","11520 Sr 27
Hector
AR - 72843",117,"HECTOR SCHOOL DISTRICT",576,0.123263888888889,0.164930555555556,0.133680555555556,0.00694444444444444,0.730902777777778,0.935763888888889,0.0364583333333333,0.00173611111111111,0.0260416666666667,0.0642361111111111,1,0,5803000,"5803000",-92.9748541,35.4690086
"118",5403000,"HELENA/ WEST HELENA SCHOOL DISTRICT","305 Valley Dr
Helena
AR - 72342",118,"HELENA/ WEST HELENA SCHOOL DISTRICT",1244,0.092443729903537,0.119774919614148,0.0184887459807074,0.000803858520900322,0.966210780370072,0.0442122186495177,0.00160771704180064,0.947749196141479,0.00643086816720257,0.955787781350482,5,0,5403000,"5403000",-90.6209716,34.5402335
"119",601000,"HERMITAGE SCHOOL DISTRICT","312 North School Dr
Hermitage
AR - 71647",119,"HERMITAGE SCHOOL DISTRICT",427,0.140515222482436,0.114754098360656,0.0187353629976581,0.194379391100703,0.754098360655738,0.548009367681499,0.278688524590164,0.168618266978923,0.00468384074941452,0.451990632318501,5,0,601000,"601000",-92.1714109,33.4521582
"120",6804000,"HIGHLAND SCHOOL DISTRICT","1 Rebel Cir
Hardy
AR - 72542",120,"HIGHLAND SCHOOL DISTRICT",1639,0.0555555555555556,0.105616605616606,0.0323565323565324,0.00122100122100122,0.725274725274725,0.951799877974375,0.026235509456986,0.0115924344112264,0.0103721781574131,0.0482001220256254,2,0,6804000,"6804000",-91.5314326,36.2617891
"121",3809000,"HILLCREST SCHOOL DISTRICT","146 South Main St
Strawberry
AR - 72469",121,"HILLCREST SCHOOL DISTRICT",411,0.0218978102189781,0.155717761557178,0.072992700729927,0.0072992700729927,0.712895377128954,0.970802919708029,0.0194647201946472,0.0024330900243309,0.0072992700729927,0.0291970802919708,2,0,3809000,"3809000",-91.3213318,35.9650966
"122",2903000,"HOPE SCHOOL DISTRICT","117 E Second Street
Hope
AR - 71801",122,"HOPE SCHOOL DISTRICT",2239,0.129075480125056,0.119249665029031,0.045109423849933,0.238052702099151,0.831621259490844,0.183117463153193,0.331397945511389,0.465386333184457,0.0200982581509602,0.816882536846807,4,0,2903000,"2903000",-93.5909463,33.6679441
"123",6703000,"HORATIO SCHOOL DISTRICT","205 Isbell St
Horatio
AR - 71842",123,"HORATIO SCHOOL DISTRICT",852,0.0563380281690141,0.110328638497653,0.00234741784037559,0.133802816901408,0.73943661971831,0.73943661971831,0.214788732394366,0.00938967136150235,0.0363849765258216,0.26056338028169,4,0,6703000,"6703000",-94.3496859,33.9384804
"124",2603000,"HOT SPRINGS SCHOOL DISTRICT","400 Linwood Ave
Hot Springs
AR - 71913",124,"HOT SPRINGS SCHOOL DISTRICT",3532,0.0626239727968263,0.163219042221593,0.050439217908756,0.0986115046755455,0.823046432616082,0.347112117780294,0.19762174405436,0.361551528878822,0.0937146092865232,0.652887882219706,3,0,2603000,"2603000",-93.0612979,34.4975884
"125",3804000,"HOXIE SCHOOL DISTRICT","602 Sw Hartigan
Hoxie
AR - 72433",125,"HOXIE SCHOOL DISTRICT",817,0.121175030599755,0.172582619339045,0.0379436964504284,0,0.745410036719706,0.936352509179927,0.02937576499388,0.00489596083231334,0.02937576499388,0.0636474908200734,2,0,3804000,"3804000",-90.9821887,36.0491947
"126",4401000,"HUNTSVILLE SCHOOL DISTRICT","P O Drawer F
Huntsville
AR - 72740",126,"HUNTSVILLE SCHOOL DISTRICT",2217,0.0838971583220568,0.115922417681552,0.040595399188092,0.0626973387460532,0.641407307171854,0.834009923319802,0.0929183581416328,0.004510599909788,0.0685611186287776,0.165990076680198,1,0,4401000,"4401000",-93.7413032,36.086187
"127",3840700,"IMBODEN CHARTER SCHOOL DISTRICT","605 W 3Rd Street
Imboden
AR - 72434",127,"IMBODEN CHARTER SCHOOL DISTRICT",59,0,0.338983050847458,0.0169491525423729,0,0.813559322033898,0.932203389830508,0,0.0508474576271186,0.0169491525423729,0.0677966101694915,2,1,3840700,"3840700",-91.1801196,36.204242
"128",3306000,"IZARD COUNTY CONSOLIDATED SCHOOL DISTRICT","P.O. Box 115
Brockwell
AR - 72517",128,"IZARD COUNTY CONSOLIDATED SCHOOL DIST",510,0.0980392156862745,0.16078431372549,0.0235294117647059,0,0.750980392156863,0.950980392156863,0.0156862745098039,0.00784313725490196,0.0254901960784314,0.0490196078431373,2,0,3306000,"3306000",-91.9235886,36.1550217
"129",3405000,"JACKSON CO. SCHOOL DISTRICT","300 North Dowell
Tuckerman
AR - 72473",129,"JACKSON CO. SCHOOL DISTRICT",868,0.0714285714285714,0.152073732718894,0.00691244239631336,0,0.661290322580645,0.913594470046083,0.0115207373271889,0.0587557603686636,0.0161290322580645,0.0864055299539171,2,0,3405000,"3405000",-91.202322,35.7338717
"130",6050700,"JACKSONVILLE LIGHTHOUSE CHARTER","251 North First St
Jacksonville
AR - 72076",130,"JACKSONVILLE LIGHTHOUSE CHARTER",800,0.07875,0.06875,0,0.06625,0.60625,0.245,0.09125,0.62625,0.0375,0.755,3,1,6050700,"6050700",-92.1080229,34.8684843
"131",6004000,"JACKSONVILLE NORTH PULASKI SCHOOL DISTRICT","1414 West Main St
Jacksonville
AR - 72076",131,"JACKSONVILLE NORTH PULASKI SCHOOL DIS",3958,0.0881758463870642,0.156139464375947,0.000505305709954523,0.0305709954522486,0.73521980798383,0.343860535624053,0.0778170793329965,0.516169782718545,0.0621526023244063,0.656139464375947,3,0,6004000,"6004000",-92.125095,34.868367
